repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8634328358208956,0.8093186923386382,0.7344929041190723,0.7553313792051515,0.8568362755278642,"[0.818276220145379, 0.8688127379716165, 0.8549671166493596, 0.8328141225337488, 0.7971616476289373, 0.9619245413637936, 0.8563516787815852, 0.8823122187608169, 0.8861197646244375, 0.8096227068189684]"
10,0.8611940298507463,0.810704828913345,0.7220145379023883,0.7500682450001548,0.8577362409138111,"[0.8241606092073381, 0.8608515057113189, 0.8400830737279336, 0.8335064035998615, 0.8262374524056767, 0.9532710280373831, 0.8549671166493596, 0.8781585323641399, 0.8920041536863966, 0.8141225337487019]"
