repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.876923076923077,0.5383495145631068,0.5076923076923077,0.4814334806087383,0.9041420118343195,"[0.9095519864750634, 0.8732037193575656, 0.9366018596787827, 0.9653423499577346, 0.8943364327979713, 0.9619611158072697, 0.9002535925612849, 0.8334742180896028, 0.8410819949281487, 0.9256128486897718]"
10,0.8875,0.7558294053587182,0.6686813186813187,0.6909706024088589,0.8828402366863906,"[0.8867286559594252, 0.8469991546914624, 0.8841927303465764, 0.9323753169907015, 0.871513102282333, 0.9256128486897718, 0.9239222316145392, 0.801352493660186, 0.8165680473372782, 0.9391377852916315]"
